fixed acidity	volatile acidity	citric acid	residual sugar	alcohol	quality	total	chlorides	free sulfur dioxide	total sulfur dioxide	density	pH	sulphates
7.7	0.39	0.3	5.2	11.0	6	189.4413	0.037000000000000005	29.0	131.0	0.9943	3.38	0.44
7.7	0.26	0.31	1.3	10.1	6	226.62669999999997	0.043	47.0	155.0	0.9937	3.42	0.5
7.8	0.32	0.31	1.7	10.5	5	266.169	0.036000000000000004	46.0	195.0	0.993	3.03	0.48
6.8	0.32	0.37	3.4	12.7	6	134.2732	0.023	19.0	87.0	0.9902	3.14	0.53
7.3	0.24	0.39	3.6	10.9	5	178.12679999999997	0.024	35.0	116.0	0.9928	3.17	0.51
7.1	0.44	0.37	2.7	13.5	7	191.6406	0.040999999999999995	35.0	128.0	0.9896	3.07	0.43
10.3	0.25	0.48	2.2	9.7	5	219.74999999999997	0.042	28.0	164.0	0.998	3.19	0.59
7.9	0.14	0.28	1.8	9.2	6	246.23639999999997	0.040999999999999995	44.0	178.0	0.9954	3.45	0.43
7.4	0.18	0.42	2.1	10.6	7	245.53979999999999	0.036000000000000004	33.0	187.0	0.9938	3.4	0.41
8.1	0.43	0.42	6.6	13.3	7	210.24480000000003	0.033	36.0	141.0	0.9918	2.98	0.39
7.1	0.44	0.37	2.7	13.5	7	191.6406	0.040999999999999995	35.0	128.0	0.9896	3.07	0.43
6.4	0.26	0.22	5.1	10.1	5	180.7214	0.037000000000000005	23.0	131.0	0.9944	3.29	0.32
8.0	0.66	0.72	17.55	9.4	4	335.9719	0.042	62.0	233.0	0.9999	2.92	0.68
8.0	0.2	0.4	5.2	10.6	7	237.0303	0.055	41.0	167.0	0.9953	3.18	0.4
7.2	0.21	0.34	1.1	11.3	6	129.83800000000002	0.046	25.0	80.0	0.992	3.25	0.4
7.2	0.18	0.31	1.1	10.8	7	117.34750000000001	0.045	20.0	73.0	0.9925	3.32	0.4
8.4	0.57	0.44	10.7	10.4	5	276.21909999999997	0.051	46.0	195.0	0.9981	3.15	0.51
5.3	0.26	0.23	5.15	10.5	7	234.79919999999998	0.034	48.0	160.0	0.9952	3.82	0.51
5.7	0.245	0.33	1.1	9.3	5	199.26670000000001	0.049	28.0	150.0	0.9927	3.13	0.42
5.6	0.245	0.32	1.1	9.3	6	197.1447	0.047	24.0	152.0	0.9927	3.12	0.42
7.3	0.25	0.41	1.8	12.2	7	243.66809999999995	0.037000000000000005	52.0	165.0	0.9911	3.29	0.39
7.0	0.16	0.73	1.0	9.2	5	230.6016	0.138	58.0	150.0	0.9936	3.08	0.3
6.4	0.22	0.34	1.8	10.3	6	157.4929	0.057	29.0	104.0	0.9959	3.81	0.57
7.3	0.18	0.65	1.4	9.4	6	208.9206	0.046	28.0	157.0	0.9946	3.33	0.62
6.4	0.17	0.27	6.7	10.2	6	339.4008	0.036000000000000004	88.0	223.0	0.9948	3.28	0.35
6.9	0.29	0.16	6.8	9.0	6	304.64949999999993	0.034	65.0	212.0	0.9955	3.08	0.39
6.2	0.21	0.38	6.8	9.3	6	336.34110000000004	0.036000000000000004	64.0	245.0	0.9951	3.06	0.36
6.4	0.23	0.3	7.1	9.2	6	326.6621999999999	0.037000000000000005	63.0	236.0	0.9952	3.06	0.34
7.3	0.19	0.68	1.5	9.4	6	211.07459999999998	0.05	31.0	156.0	0.9946	3.32	0.64
7.3	0.18	0.65	1.4	9.4	6	208.9206	0.046	28.0	157.0	0.9946	3.33	0.62
9.6	0.29	0.46	1.45	9.5	6	326.21340000000004	0.039	77.5	223.0	0.9944	2.92	0.46
7.2	0.14	0.35	1.2	9.9	5	111.6698	0.036000000000000004	15.0	73.0	0.9938	3.46	0.39
6.9	0.31	0.34	7.4	11.1	7	241.18529999999998	0.059000000000000004	36.0	174.0	0.9963	3.46	0.62
7.5	0.28	0.34	4.2	12.3	8	181.03900000000002	0.027999999999999997	36.0	116.0	0.991	2.99	0.41
8.0	0.22	0.42	14.6	8.6	7	244.78430000000003	0.044000000000000004	45.0	163.0	1.0003	3.21	0.69
7.6	0.31	0.29	10.5	9.4	5	198.52659999999997	0.04	21.0	145.0	0.9966	3.04	0.35
8.4	0.35	0.56	13.8	9.4	6	282.2073	0.048	55.0	190.0	0.9993	3.07	0.58
8.0	0.22	0.42	14.6	8.6	7	244.78430000000003	0.044000000000000004	45.0	163.0	1.0003	3.21	0.69
8.1	0.5	0.47	1.1	10.9	5	174.7308	0.037000000000000005	23.0	126.0	0.9938	3.21	0.42
7.0	0.39	0.31	5.3	9.4	5	221.2455	0.16899999999999998	32.0	162.0	0.9965	3.2	0.48
8.1	0.5	0.47	1.1	10.9	5	174.7308	0.037000000000000005	23.0	126.0	0.9938	3.21	0.42
8.4	0.35	0.56	13.8	9.4	6	282.2073	0.048	55.0	190.0	0.9993	3.07	0.58
6.2	0.22	0.27	1.5	9.2	6	174.12779999999998	0.064	20.0	132.0	0.9938	3.22	0.46
8.0	0.22	0.42	14.6	8.6	7	244.78430000000003	0.044000000000000004	45.0	163.0	1.0003	3.21	0.69
7.6	0.31	0.29	10.5	9.4	5	198.52659999999997	0.04	21.0	145.0	0.9966	3.04	0.35
7.0	0.24	0.36	4.9	10.8	6	171.07720000000003	0.083	10.0	133.0	0.9942	3.33	0.37
6.6	0.27	0.3	1.9	10.5	6	191.49779999999998	0.025	14.0	153.0	0.9928	3.29	0.62
7.8	0.16	0.41	1.7	12.5	6	196.38700000000003	0.026000000000000002	29.0	140.0	0.991	3.02	0.78
7.7	0.27	0.34	1.8	12.1	7	220.6991	0.027999999999999997	26.0	168.0	0.9911	2.99	0.48
7.4	0.31	0.74	10.7	8.7	5	230.3367	0.039	51.0	147.0	0.9977	3.02	0.43
8.0	0.45	0.36	8.8	12.7	8	235.64870000000002	0.026000000000000002	50.0	151.0	0.9927	3.07	0.25
7.7	0.27	0.34	1.8	12.1	7	220.6991	0.027999999999999997	26.0	168.0	0.9911	2.99	0.48
7.8	0.16	0.41	1.7	12.5	6	196.38700000000003	0.026000000000000002	29.0	140.0	0.991	3.02	0.78
6.6	0.16	0.29	1.8	11.4	7	211.7912	0.05	40.0	147.0	0.9912	3.06	0.44
8.3	0.21	0.4	1.6	12.9	7	173.0527	0.032	35.0	110.0	0.9907	3.02	0.6
7.2	0.32	0.33	1.4	12.8	7	164.72920000000002	0.028999999999999998	29.0	109.0	0.9902	3.15	0.51
6.6	0.16	0.3	1.6	11.2	6	117.706	0.034	15.0	78.0	0.992	3.38	0.44
8.4	0.16	0.33	1.5	9.7	6	138.67699999999996	0.033	16.0	98.0	0.9940000000000001	3.14	0.42
7.5	0.23	0.32	9.2	9.7	6	276.5846	0.038	54.0	191.0	0.9966	3.04	0.56
6.2	0.17	0.3	1.1	10.3	6	116.14	0.037000000000000005	14.0	79.0	0.993	3.5	0.54
6.9	0.39	0.22	4.3	11.6	4	140.303	0.03	10.0	102.0	0.993	3.0	0.87
6.9	0.41	0.22	4.2	11.6	4	140.214	0.031	10.0	102.0	0.993	3.0	0.86
7.5	0.23	0.32	9.2	9.7	6	276.5846	0.038	54.0	191.0	0.9966	3.04	0.56
7.5	0.38	0.33	5.0	10.9	6	189.9092	0.045	30.0	131.0	0.9942	3.32	0.44
7.3	0.42	0.38	6.8	12.6	7	183.09750000000003	0.045	29.0	122.0	0.9925	3.19	0.37
7.3	0.34	0.39	5.2	12.4	6	238.4325	0.04	45.0	163.0	0.9925	3.3	0.47
7.8	0.23	0.28	4.75	11.5	5	239.9548	0.042	45.0	166.0	0.9928	2.96	0.4
9.0	0.245	0.38	5.9	10.2	6	241.04500000000002	0.045	52.0	159.0	0.995	2.93	0.35
6.9	0.2	0.4	7.7	11.4	5	258.11589999999995	0.032	51.0	176.0	0.9939	3.22	0.27
7.4	0.19	0.42	6.4	9.6	6	279.7028	0.067	39.0	212.0	0.9958	3.3	0.33
8.2	0.2	0.36	8.1	10.3	6	254.54020000000003	0.035	60.0	163.0	0.9952	3.05	0.3
8.0	0.59	0.71	17.35	9.3	5	329.688	0.038	61.0	228.0	1.0	2.95	0.75
7.9	0.14	0.45	1.8	10.7	7	156.8548	0.05	17.0	114.0	0.9948	3.33	0.49
6.8	0.24	0.4	1.8	12.8	8	165.697	0.047	34.0	105.0	0.99	3.13	0.49
9.7	0.14	0.59	1.5	9.5	5	191.0748	0.049	23.0	142.0	0.9958	2.98	0.62
9.2	0.15	0.68	1.6	10.4	6	178.5408	0.046	22.0	130.0	0.9948	3.02	0.45
9.4	0.17	0.55	1.6	10.3	6	134.6939	0.049	14.0	94.0	0.9949	3.02	0.61
5.2	0.365	0.08	13.5	9.9	6	212.93300000000002	0.040999999999999995	37.0	142.0	0.997	3.46	0.39
6.3	0.23	0.22	3.75	10.7	6	178.96169999999998	0.039	37.0	116.0	0.9927	3.23	0.5
9.6	0.25	0.54	1.3	10.5	5	202.5938	0.04	16.0	160.0	0.9938	2.94	0.43
9.2	0.32	0.42	1.3	9.6	5	225.4409	0.046	14.0	186.0	0.9949	3.08	0.48
6.4	0.31	0.4	6.2	9.3	6	242.2553	0.04	46.0	169.0	0.9953	3.15	0.46
8.1	0.2	0.36	9.7	10.0	6	257.961	0.044000000000000004	63.0	162.0	0.997	3.1	0.46
7.9	0.255	0.26	2.0	11.2	6	256.06419999999997	0.026000000000000002	40.0	190.0	0.9932	3.04	0.39
7.0	0.15	0.34	1.4	10.8	5	222.6617	0.039	21.0	177.0	0.9927	3.32	0.62
6.4	0.15	0.31	1.1	10.3	6	144.3472	0.044000000000000004	25.0	96.0	0.9932	3.54	0.51
6.4	0.25	0.53	6.6	8.8	5	320.0635	0.038	59.0	234.0	0.9955	3.03	0.42
7.6	0.19	0.42	1.5	12.8	6	147.3254	0.044000000000000004	6.0	114.0	0.9914	3.04	0.74
7.3	0.43	0.37	4.6	13.2	6	161.57899999999998	0.027999999999999997	17.0	114.0	0.991	3.23	0.43
5.1	0.31	0.3	0.9	10.1	6	201.839	0.037000000000000005	28.0	152.0	0.992	3.54	0.56
6.2	0.2	0.26	1.7	11.0	5	225.5454	0.09300000000000001	40.0	161.0	0.9924	3.44	0.66
6.9	0.16	0.35	1.3	10.8	6	227.41570000000004	0.043	21.0	182.0	0.9927	3.25	0.62
7.7	0.32	0.48	2.3	12.8	7	170.35110000000003	0.04	28.0	114.0	0.9911	3.2	0.52
6.5	0.22	0.72	6.8	9.2	6	228.95780000000002	0.042	33.0	168.0	0.9958	3.12	0.36
6.8	0.26	0.33	1.5	10.5	6	234.9898	0.047	44.0	167.0	0.9928	3.12	0.44
5.2	0.37	0.33	1.2	11.7	6	117.5682	0.027999999999999997	13.0	81.0	0.9902	3.37	0.38
8.4	0.19	0.43	2.1	9.5	5	148.976	0.052000000000000005	20.0	104.0	0.9940000000000001	2.85	0.46
8.3	0.21	0.41	2.2	9.5	5	156.964	0.05	24.0	108.0	0.9940000000000001	2.85	0.45
6.8	0.15	0.32	8.8	8.8	6	163.72520000000003	0.057999999999999996	24.0	110.0	0.9972	3.4	0.4
7.9	0.16	0.64	17.0	9.3	7	318.7104	0.05	69.0	210.0	1.0004	3.15	0.51
7.8	0.21	0.39	1.8	12.6	8	269.665	0.034	62.0	180.0	0.991	3.09	0.75
9.0	0.24	0.5	1.2	12.4	6	160.9298	0.048	26.0	107.0	0.9918	3.21	0.34
5.7	0.21	0.24	2.3	10.1	6	272.96200000000005	0.047	60.0	189.0	0.995	3.65	0.72
7.8	0.29	0.36	7.0	11.2	8	230.31609999999998	0.042	38.0	161.0	0.9941	3.26	0.37
6.7	0.18	0.3	6.4	10.0	5	319.43359999999996	0.048	40.0	251.0	0.9956	3.29	0.52
6.7	0.18	0.3	6.4	10.0	5	319.43359999999996	0.048	40.0	251.0	0.9956	3.29	0.52
8.4	0.58	0.27	12.15	10.8	6	189.60890000000003	0.033	37.0	116.0	0.9959	2.99	0.39
7.2	0.16	0.32	0.8	10.0	6	194.1122	0.04	50.0	121.0	0.9922	3.27	0.33
7.6	0.54	0.23	2.0	10.4	5	189.1621	0.028999999999999998	13.0	151.0	0.9931	3.04	0.33
8.4	0.58	0.27	12.15	10.8	6	189.60890000000003	0.033	37.0	116.0	0.9959	2.99	0.39
6.6	0.25	0.31	12.4	9.8	6	267.39740000000006	0.059000000000000004	52.0	181.0	0.9984	3.51	0.47
7.3	0.23	0.37	1.9	12.2	8	242.6918	0.040999999999999995	51.0	165.0	0.9908	3.26	0.4
7.3	0.39	0.37	1.1	12.7	8	175.76399999999995	0.043	36.0	113.0	0.991	3.39	0.48
7.0	0.46	0.39	6.2	12.2	7	239.84179999999998	0.039	46.0	163.0	0.9928	3.21	0.35
8.2	0.35	0.4	6.3	11.9	7	228.67260000000002	0.039	35.0	162.0	0.9936	3.15	0.34
7.8	0.29	0.36	7.0	11.2	8	230.31609999999998	0.042	38.0	161.0	0.9941	3.26	0.37
9.2	0.35	0.39	0.9	10.4	4	101.51440000000001	0.042	15.0	61.0	0.9924	2.96	0.28
8.0	0.57	0.39	3.9	12.8	7	174.64569999999998	0.034	22.0	122.0	0.9917	3.29	0.67
6.5	0.37	0.33	3.9	12.7	7	198.4876	0.027000000000000003	40.0	130.0	0.9906	3.28	0.39
5.7	0.21	0.24	2.3	10.1	6	272.96200000000005	0.047	60.0	189.0	0.995	3.65	0.72
6.7	0.18	0.3	6.4	10.0	5	319.43359999999996	0.048	40.0	251.0	0.9956	3.29	0.52
7.8	0.13	0.3	1.8	9.0	5	245.9055	0.04	43.0	179.0	0.9955	3.43	0.41
7.6	0.19	0.41	1.1	11.4	5	206.0707	0.04	38.0	143.0	0.9907	2.92	0.42
7.3	0.22	0.41	15.4	8.9	6	283.18999999999994	0.05	55.0	191.0	1.0	3.32	0.59
6.3	0.29	0.4	6.5	9.3	6	237.4143	0.039	43.0	167.0	0.9953	3.15	0.44
6.8	0.35	0.32	2.4	12.0	8	164.64910000000003	0.048	35.0	103.0	0.9911	3.28	0.46
6.5	0.19	0.32	1.4	10.8	7	187.1422	0.04	31.0	132.0	0.9922	3.36	0.54
6.2	0.12	0.26	5.7	10.5	6	241.70910000000003	0.044000000000000004	56.0	158.0	0.9951	3.52	0.37
6.0	0.13	0.28	5.7	10.6	7	273.2628	0.038	56.0	189.5	0.9948	3.59	0.43
6.4	0.25	0.33	1.4	11.3	7	181.3806	0.04	42.0	115.0	0.9906	3.19	0.48
6.9	0.32	0.16	1.4	9.5	4	133.925	0.051	15.0	96.0	0.9940000000000001	3.22	0.38
7.6	0.19	0.41	1.1	11.4	5	206.0707	0.04	38.0	143.0	0.9907	2.92	0.42
6.7	0.13	0.28	1.2	10.1	7	198.10870000000003	0.046	35.0	140.0	0.9927	3.33	0.33
7.0	0.14	0.41	0.9	10.9	6	141.05840000000003	0.037000000000000005	22.0	95.0	0.9914	3.25	0.43
7.6	0.27	0.24	3.8	8.9	5	159.4638	0.057999999999999996	19.0	115.0	0.9958	3.15	0.45
7.3	0.22	0.41	15.4	8.9	6	283.18999999999994	0.05	55.0	191.0	1.0	3.32	0.59
7.4	0.64	0.47	14.15	9.3	5	263.51640000000003	0.168	42.0	185.0	0.9984	2.9	0.49
7.6	0.28	0.39	1.9	10.4	6	164.2661	0.052000000000000005	23.0	116.0	0.9941	3.25	0.4
8.3	0.26	0.41	9.2	12.0	7	237.68640000000002	0.042	41.0	162.0	0.9944	3.1	0.38
10.7	0.22	0.56	8.2	9.5	6	251.772	0.044000000000000004	37.0	181.0	0.998	2.87	0.68
10.7	0.22	0.56	8.2	9.5	6	251.772	0.044000000000000004	37.0	181.0	0.998	2.87	0.68
6.9	0.23	0.34	2.7	12.4	7	172.1122	0.032	24.0	121.0	0.9902	3.14	0.38
6.2	0.3	0.32	1.7	11.2	7	184.4331	0.032	30.0	130.0	0.9911	3.28	0.41
6.9	0.27	0.41	1.7	11.4	6	165.5599	0.047	6.0	134.0	0.9929	3.15	0.69
6.9	0.28	0.41	1.7	11.4	6	171.603	0.05	10.0	136.0	0.993	3.16	0.71
6.9	0.28	0.3	1.6	11.1	7	202.9488	0.047	46.0	132.0	0.9918	3.35	0.38
6.9	0.46	0.2	0.9	10.4	6	154.426	0.054000000000000006	5.0	126.0	0.992	3.1	0.42
6.9	0.38	0.32	8.5	12.0	7	220.86719999999997	0.044000000000000004	36.0	152.0	0.9932	3.38	0.35
5.7	0.43	0.3	5.7	12.3	7	151.61100000000002	0.039	24.0	98.0	0.992	3.54	0.61
6.6	0.56	0.16	3.1	9.1	6	144.029	0.045	28.0	92.0	0.9940000000000001	3.12	0.35
7.1	0.36	0.56	1.3	10.5	6	151.4283	0.046	25.0	102.0	0.9923	3.24	0.33
6.8	0.23	0.4	1.6	11.4	6	163.39999999999998	0.047	5.0	133.0	0.993	3.23	0.7
6.2	0.33	0.29	1.3	9.5	5	187.0676	0.042	26.0	138.0	0.9956	3.77	0.64
5.6	0.49	0.13	4.5	13.7	7	162.76969999999997	0.039	17.0	116.0	0.9907	3.42	0.9
6.6	0.42	0.33	2.8	13.4	6	128.364	0.034	15.0	85.0	0.99	3.28	0.51
7.3	0.18	0.29	1.2	11.3	7	179.9858	0.044000000000000004	12.0	143.0	0.9918	3.2	0.48
8.1	0.19	0.4	0.9	10.0	6	277.01959999999997	0.037000000000000005	73.0	180.0	0.9926	3.06	0.34
5.9	0.19	0.26	7.4	10.1	6	184.789	0.034	33.0	123.0	0.995	3.49	0.42
6.2	0.16	0.47	1.4	12.2	6	129.129	0.028999999999999998	23.0	81.0	0.99	3.26	0.42
6.6	0.42	0.33	2.8	13.4	6	128.364	0.034	15.0	85.0	0.99	3.28	0.51
5.7	0.135	0.3	4.6	9.3	6	144.8016	0.042	19.0	101.0	0.9946	3.31	0.42
5.6	0.49	0.13	4.5	13.7	7	162.76969999999997	0.039	17.0	116.0	0.9907	3.42	0.9
6.9	0.19	0.33	1.6	12.3	7	150.89880000000002	0.039	27.0	98.0	0.9898	3.09	0.46
7.3	0.18	0.29	1.2	11.3	7	179.9858	0.044000000000000004	12.0	143.0	0.9918	3.2	0.48
7.3	0.25	0.36	13.1	8.9	7	269.4586	0.05	35.0	200.0	0.9986	3.04	0.46
7.3	0.25	0.36	13.1	8.9	7	269.4586	0.05	35.0	200.0	0.9986	3.04	0.46
7.0	0.2	0.34	5.7	11.5	6	144.4178	0.035	32.0	83.0	0.9928	3.19	0.46
7.3	0.25	0.36	13.1	8.9	7	269.4586	0.05	35.0	200.0	0.9986	3.04	0.46
6.3	0.67	0.48	12.6	9.3	6	313.0899	0.052000000000000005	57.0	222.0	0.9979	3.17	0.52
7.4	0.4	0.29	5.4	11.1	8	182.42800000000003	0.044000000000000004	31.0	122.0	0.9940000000000001	3.3	0.5
7.1	0.26	0.31	2.2	10.9	8	182.7877	0.044000000000000004	29.0	128.0	0.9937	3.34	0.64
9.0	0.31	0.48	6.6	11.6	5	116.3068	0.043	11.0	73.0	0.9938	2.9	0.38
6.3	0.39	0.24	6.9	10.2	4	154.5932	0.069	9.0	117.0	0.9942	3.15	0.35
8.2	0.22	0.36	6.8	10.5	8	132.4984	0.034	12.0	90.0	0.9944	3.01	0.38
7.1	0.19	0.28	3.6	11.4	6	121.286	0.033	16.0	78.0	0.993	2.91	0.78
7.3	0.25	0.36	13.1	8.9	7	269.4586	0.05	35.0	200.0	0.9986	3.04	0.46
7.9	0.2	0.34	1.2	10.6	6	171.82319999999999	0.04	29.0	118.0	0.9932	3.14	0.41
7.1	0.26	0.32	5.9	11.6	6	165.9204	0.037000000000000005	39.0	97.0	0.9934	3.31	0.4
7.0	0.2	0.34	5.7	11.5	6	144.4178	0.035	32.0	83.0	0.9928	3.19	0.46
6.9	0.3	0.33	4.1	12.3	8	209.9975	0.035	26.0	155.0	0.9925	3.25	0.79
8.1	0.29	0.49	7.1	10.8	6	177.3664	0.042	22.0	124.0	0.9944	3.14	0.41
5.8	0.17	0.3	1.4	11.3	6	208.6679	0.037000000000000005	55.0	130.0	0.9909	3.29	0.38
5.9	0.415	0.02	0.8	9.3	5	106.1862	0.038	22.0	63.0	0.9932	3.36	0.36
6.6	0.23	0.26	1.3	10.0	6	167.38840000000002	0.045	16.0	128.0	0.9934	3.36	0.6
8.6	0.55	0.35	15.55	11.0	3	442.7771	0.057	35.5	366.5	1.0001	3.04	0.63
6.9	0.35	0.74	1.0	10.2	5	173.906	0.044000000000000004	18.0	132.0	0.992	3.13	0.55
7.6	0.14	0.74	1.6	10.8	7	155.38160000000002	0.04	27.0	103.0	0.9916	3.07	0.4
9.2	0.28	0.49	11.8	10.1	4	202.35	0.042	29.0	137.0	0.998	3.1	0.34
6.2	0.18	0.49	4.5	11.6	6	134.6489	0.047	17.0	90.0	0.9919	3.27	0.37
5.3	0.165	0.24	1.1	9.1	5	150.7385	0.051	25.0	105.0	0.9925	3.32	0.47
9.8	0.25	0.74	10.0	10.0	4	296.3337	0.055999999999999994	36.0	225.0	0.9977	3.06	0.43
8.1	0.29	0.49	7.1	10.8	6	177.3664	0.042	22.0	124.0	0.9944	3.14	0.41
6.8	0.22	0.49	0.9	11.4	6	178.453	0.052000000000000005	26.0	128.0	0.991	3.25	0.35
7.2	0.22	0.49	1.0	12.7	6	200.03500000000003	0.045	34.0	140.0	0.99	3.05	0.34
7.4	0.25	0.49	1.1	11.3	5	216.25370000000004	0.042	35.0	156.0	0.9917	3.13	0.55
8.2	0.18	0.49	1.1	10.4	7	134.0753	0.033	28.0	81.0	0.9923	3.0	0.68
6.1	0.22	0.49	1.5	9.6	5	127.71379999999999	0.051	18.0	87.0	0.9928	3.3	0.46
7.0	0.39	0.24	1.0	10.1	4	150.0803	0.048	8.0	119.0	0.9923	3.0	0.31
6.1	0.22	0.49	1.5	9.6	5	127.71379999999999	0.051	18.0	87.0	0.9928	3.3	0.46
6.5	0.36	0.49	2.9	12.1	7	136.9602	0.03	16.0	94.0	0.9902	3.1	0.49
7.1	0.29	0.49	1.2	12.2	6	156.7003	0.031	32.0	99.0	0.9893	3.07	0.33
7.4	0.25	0.49	1.1	11.3	5	216.25370000000004	0.042	35.0	156.0	0.9917	3.13	0.55
6.9	0.23	0.24	14.2	9.6	5	148.89119999999997	0.053	19.0	94.0	0.9982	3.17	0.5
8.5	0.56	0.74	17.85	9.2	5	335.59149999999994	0.051	51.0	243.0	1.0005	2.99	0.7
8.2	0.18	0.49	1.1	10.4	7	134.0753	0.033	28.0	81.0	0.9923	3.0	0.68
6.3	0.23	0.49	7.1	9.5	5	305.2351	0.05	67.0	210.0	0.9951	3.23	0.34
6.1	0.25	0.49	7.6	8.9	5	321.0176	0.052000000000000005	67.0	226.0	0.9956	3.16	0.47
7.2	0.26	0.74	13.6	8.8	5	253.11800000000002	0.05	56.0	162.0	0.998	3.03	0.44
7.2	0.31	0.24	1.4	10.5	5	158.2098	0.057	17.0	117.0	0.9928	3.16	0.35
8.0	0.25	0.49	1.2	9.4	5	167.81480000000002	0.061	27.0	117.0	0.9938	3.08	0.34
7.0	0.18	0.49	5.3	12.2	6	188.8414	0.04	34.0	125.0	0.9914	3.24	0.4
7.8	0.43	0.49	13.0	11.3	6	232.5385	0.033	37.0	158.0	0.9955	3.14	0.35
8.3	0.2	0.74	4.45	12.2	6	193.5964	0.044000000000000004	33.0	130.0	0.9924	3.25	0.42
6.3	0.27	0.49	1.2	12.2	6	152.31409999999997	0.063	35.0	92.0	0.9911	3.38	0.42
7.4	0.16	0.49	1.2	11.2	6	193.1967	0.055	18.0	150.0	0.9917	3.23	0.47
7.4	0.16	0.49	1.2	11.2	6	193.1967	0.055	18.0	150.0	0.9917	3.23	0.47
6.9	0.19	0.49	6.6	11.5	6	251.1792	0.036000000000000004	49.0	172.0	0.9932	3.2	0.27
7.8	0.43	0.49	13.0	11.3	6	232.5385	0.033	37.0	158.0	0.9955	3.14	0.35
7.2	0.4	0.49	1.1	9.3	5	171.96089999999998	0.048	11.0	138.0	0.9929	3.01	0.42
7.8	0.43	0.49	13.0	11.3	6	232.5385	0.033	37.0	158.0	0.9955	3.14	0.35
7.6	0.52	0.49	14.0	11.8	7	231.95979999999997	0.034	37.0	156.0	0.9958	3.14	0.38
8.3	0.21	0.49	19.8	9.2	5	323.58520000000004	0.054000000000000006	50.0	231.0	1.0012	2.99	0.54
6.9	0.34	0.74	11.2	9.2	5	227.25580000000002	0.069	44.0	150.0	0.9968	3.0	0.81
6.3	0.27	0.49	1.2	12.2	6	152.31409999999997	0.063	35.0	92.0	0.9911	3.38	0.42
8.3	0.2	0.74	4.45	12.2	6	193.5964	0.044000000000000004	33.0	130.0	0.9924	3.25	0.42
7.1	0.22	0.74	2.7	12.2	6	213.715	0.044000000000000004	42.0	144.0	0.991	3.31	0.41
7.9	0.11	0.49	4.5	10.6	6	188.30259999999998	0.048	27.0	133.0	0.9946	3.24	0.42
8.5	0.17	0.74	3.6	12.4	6	187.1328	0.05	29.0	128.0	0.9928	3.28	0.4
6.4	0.145	0.49	5.4	10.8	6	246.2776	0.048	54.0	164.0	0.9946	3.56	0.44
7.4	0.16	0.49	1.2	11.2	6	193.1967	0.055	18.0	150.0	0.9917	3.23	0.47
8.3	0.19	0.49	1.2	11.0	6	173.74280000000002	0.051	11.0	137.0	0.9918	3.06	0.46
8.0	0.44	0.49	9.1	12.7	8	232.1836	0.031	46.0	151.0	0.9926	3.16	0.27
7.0	0.2	0.74	0.8	10.2	5	205.96710000000002	0.044000000000000004	19.0	163.0	0.9931	3.46	0.53
6.9	0.19	0.49	6.6	11.5	6	251.1792	0.036000000000000004	49.0	172.0	0.9932	3.2	0.27
7.1	0.25	0.49	3.0	12.3	7	153.6803	0.03	30.0	96.0	0.9903	3.13	0.39
6.5	0.24	0.24	1.6	9.8	5	97.9988	0.046	15.0	60.0	0.9928	3.19	0.39
7.2	0.4	0.49	1.1	9.3	5	171.96089999999998	0.048	11.0	138.0	0.9929	3.01	0.42
7.6	0.52	0.49	14.0	11.8	7	231.95979999999997	0.034	37.0	156.0	0.9958	3.14	0.38
7.8	0.43	0.49	13.0	11.3	6	232.5385	0.033	37.0	158.0	0.9955	3.14	0.35
7.8	0.21	0.49	1.35	11.4	5	79.72310000000002	0.052000000000000005	6.0	48.0	0.9911	3.15	0.28
7.0	0.2	0.49	5.9	10.8	6	196.1118	0.038	39.0	128.0	0.9938	3.21	0.48
6.9	0.25	0.24	3.6	9.5	4	123.0112	0.057	13.0	85.0	0.9942	2.99	0.48
7.2	0.08	0.49	1.3	10.2	6	190.2145	0.05	18.0	148.0	0.9945	3.46	0.44
7.1	0.85	0.49	8.7	10.7	5	256.4442	0.027999999999999997	40.0	184.0	0.9962	3.22	0.36
7.6	0.51	0.24	1.2	10.8	6	138.722	0.04	10.0	104.0	0.992	3.05	0.29
7.9	0.22	0.24	4.6	11.5	6	226.76670000000001	0.044000000000000004	39.0	159.0	0.9927	2.99	0.28
7.7	0.16	0.49	2.0	10.7	6	169.9108	0.055999999999999994	20.0	124.0	0.9948	3.32	0.49
7.2	0.08	0.49	1.3	10.2	6	190.2145	0.05	18.0	148.0	0.9945	3.46	0.44
6.6	0.25	0.24	1.7	10.1	6	173.9022	0.048	26.0	124.0	0.9942	3.37	0.6
6.7	0.16	0.49	2.4	10.4	6	269.6212	0.046	57.0	187.0	0.9952	3.62	0.81
6.9	0.25	0.24	3.6	9.5	4	123.0112	0.057	13.0	85.0	0.9942	2.99	0.48
7.5	0.32	0.24	4.6	9.1	3	168.44879999999998	0.053	8.0	134.0	0.9958	3.14	0.5
7.4	0.28	0.49	1.5	10.6	6	170.66579999999996	0.034	20.0	126.0	0.9918	2.98	0.39
6.2	0.15	0.49	0.9	9.4	6	90.1662	0.033	17.0	51.0	0.9932	3.3	0.7
6.7	0.25	0.74	19.4	9.8	6	254.9044	0.054000000000000006	44.0	169.0	1.0004	3.51	0.45
